Match_ID,Round,Date,LogoHome,LogoAway,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
nHh6GHGd,ROUND 7,02.10.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Fulham,Chelsea,0,2,0,2,0.03,0.96,54,46,1,5,1,3,7,8,4,0,2,3,6,9,0,0,8,7,-,-,0,1,251,219,44,39,30,20,-,-
bFMfNmk9,ROUND 7,01.10.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Nottingham,Brentford,1,1,0,0,0.17,0.34,53,47,3,3,3,2,4,5,1,4,2,0,8,6,1,0,3,4,-,-,1,1,267,232,62,53,21,25,-,-
AkQbM74F,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Tottenham,Liverpool,2,1,1,1,1.09,1.37,57,43,8,9,4,6,10,4,1,4,1,1,8,7,2,3,3,9,0,1,1,1,330,219,58,39,18,29,-,-
xr3WMJwT,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Bournemouth,Arsenal,0,4,0,2,0.51,2.07,38,62,5,6,4,3,6,7,3,2,2,0,5,13,1,1,6,6,-,-,0,1,179,306,53,42,20,15,-,-
8Qg2Hc1j,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Everton,Luton,1,2,1,2,2.74,0.76,70,30,13,7,8,5,9,5,0,5,1,2,8,9,0,4,2,8,-,-,-,-,305,123,61,46,47,21,-,-
Q1OnP9Kd,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Manchester Utd,Crystal Palace,0,1,0,1,0.73,0.41,72,28,7,4,6,3,5,6,2,2,0,0,11,13,0,1,6,5,-,-,1,2,372,140,73,30,33,15,-,-
4hNjOTZ2,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Newcastle,Burnley,2,0,1,0,1.49,0.45,54,46,8,3,4,2,10,4,0,1,1,1,16,7,1,3,3,9,-,-,1,2,234,221,71,45,25,11,-,-
hEF3LRJL,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,West Ham,Sheffield Utd,2,0,2,0,1.31,0.33,54,46,12,5,5,5,6,3,3,1,1,2,8,9,0,5,2,4,-,-,1,1,236,202,45,44,26,21,-,-
W4E7KoZR,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Wolves,Manchester City,2,1,1,0,0.07,0.50,31,69,1,13,1,11,5,10,0,2,0,0,6,8,2,0,11,5,-,-,2,1,137,315,19,75,11,52,-,-
E3fbIwnp,ROUND 7,30.09.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Aston Villa,Brighton,6,1,3,0,1.06,0.81,42,58,14,2,9,1,10,11,0,0,0,3,9,13,1,2,13,8,-,-,2,1,175,238,43,31,23,10,-,-
fJDRNaOM,ROUND 6,24.09.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Sheffield Utd,Newcastle,0,8,0,3,0.66,0.95,46,54,6,12,5,4,4,7,2,3,1,0,7,5,5,1,7,5,-,-,2,0,215,245,47,68,10,24,-,-
zevkAtfN,ROUND 6,24.09.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Arsenal,Tottenham,2,2,1,1,0.80,0.92,39,61,7,7,4,4,10,8,3,1,1,2,14,16,2,2,7,9,-,-,1,3,163,258,46,38,38,14,-,-
fuLL4KHp,ROUND 6,24.09.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Brighton,Bournemouth,3,1,1,1,0.48,0.37,62,38,7,4,5,3,8,6,2,1,1,1,10,10,0,1,5,7,-,-,2,1,252,149,40,50,7,23,-,-
nZ77SN9i,ROUND 6,24.09.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Chelsea,Aston Villa,0,1,0,0,0.65,0.19,54,46,3,5,1,2,3,10,4,6,5,1,10,9,3,2,5,2,-,-,0,1,222,178,50,27,22,21,-,-
r11GQ1v4,ROUND 6,24.09.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Liverpool,West Ham,3,1,1,1,1.78,0.56,65,35,11,7,9,5,6,7,2,4,1,1,8,11,1,1,6,7,-,-,0,1,323,168,67,42,38,16,-,-
YVJP3vXj,ROUND 6,23.09.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Burnley,Manchester Utd,0,1,0,1,0.63,0.35,58,42,6,5,4,3,8,3,4,1,1,3,7,8,1,2,2,6,-,-,0,1,300,225,58,35,28,19,-,-
Eowg909T,ROUND 6,23.09.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Brentford,Everton,1,3,1,1,0.43,0.76,56,44,7,9,6,7,4,4,0,1,0,0,7,7,1,0,4,4,-,-,0,1,285,219,55,46,17,33,-,-
0xCBRsPc,ROUND 6,23.09.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Crystal Palace,Fulham,0,0,0,0,0.12,0.24,51,49,3,4,2,0,11,2,1,2,0,0,8,14,4,1,2,11,-,-,2,2,239,228,48,47,22,26,-,-
Mi0KPLgA,ROUND 6,23.09.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Luton,Wolves,1,1,0,0,0.40,0.00,55,45,9,0,7,0,6,6,4,1,0,1,13,6,0,2,6,5,0,1,0,1,233,197,77,37,39,13,-,-
GSENOu9G,ROUND 6,23.09.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Manchester City,Nottingham,2,0,2,0,0.67,0.14,77,23,6,1,2,1,9,4,4,1,0,2,3,7,0,2,4,8,-,-,1,2,441,135,72,29,22,8,-,-
8rmYDOfb,ROUND 5,18.09.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Nottingham,Burnley,1,1,0,1,0.30,0.10,46,54,6,3,4,0,4,10,1,2,1,1,9,5,2,2,9,3,-,-,2,1,208,251,40,52,30,25,-,-
MiEFesuU,ROUND 5,17.09.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Everton,Arsenal,0,1,0,0,0.09,0.18,22,78,4,3,3,2,6,6,0,3,1,2,7,3,1,1,6,5,-,-,1,0,108,385,21,63,11,38,-,-
lvG7c3AH,ROUND 5,17.09.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Bournemouth,Chelsea,0,0,0,0,0.47,0.54,33,67,5,5,3,3,12,7,0,3,1,0,10,6,2,2,6,12,-,-,0,2,156,333,39,59,22,32,-,-
v9rUE4uh,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Newcastle,Brentford,1,0,0,0,0.66,0.11,53,47,4,2,3,1,9,3,3,2,0,1,17,9,1,1,3,8,-,-,0,2,-,-,66,43,31,16,-,-
SUEBdNPN,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Aston Villa,Crystal Palace,3,1,0,0,0.82,0.08,66,34,7,2,6,2,5,5,1,1,1,0,10,13,0,1,4,5,-,-,2,1,308,159,60,52,38,19,-,-
bD5si1mo,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Fulham,Luton,1,0,0,0,0.41,0.52,76,24,5,3,4,2,9,3,2,0,0,1,6,8,1,1,3,9,-,-,2,2,392,116,73,34,36,11,-,-
0IqQFpQo,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Manchester Utd,Brighton,1,3,0,1,0.67,0.53,42,58,8,3,7,2,6,5,3,0,2,1,8,13,0,1,3,5,-,-,1,2,242,340,54,40,28,19,-,-
nZoxDrA4,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Tottenham,Sheffield Utd,2,1,0,0,0.92,0.27,68,32,12,3,5,1,10,5,5,1,1,3,5,7,2,7,4,7,-,-,0,3,330,153,70,36,46,11,-,-
UcysC2PA,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,West Ham,Manchester City,1,3,1,0,0.84,1.47,36,64,3,17,1,10,6,4,2,8,1,0,8,7,7,1,3,6,-,-,1,1,170,304,27,63,12,48,-,-
tYvoBMvH,ROUND 5,16.09.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Wolves,Liverpool,1,3,1,0,0.37,0.71,36,64,8,5,6,3,1,4,4,1,0,0,11,11,2,1,4,1,-,-,0,1,174,323,39,63,37,20,-,-
f7qWcC40,ROUND 4,03.09.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Arsenal,Manchester Utd,3,1,1,1,0.89,0.27,44,56,6,3,5,2,3,5,8,1,0,0,5,8,0,0,5,3,-,-,1,1,212,279,57,41,31,9,-,-
vm7g2Ren,ROUND 4,03.09.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Crystal Palace,Wolves,3,2,0,0,0.82,0.64,40,60,6,9,3,8,7,4,1,2,0,1,14,15,1,3,6,6,-,-,0,2,179,262,40,67,21,25,-,-
MBdb1oBh,ROUND 4,03.09.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Liverpool,Aston Villa,3,0,2,0,0.71,0.28,70,30,8,3,6,3,4,5,2,1,3,0,6,7,0,0,2,4,-,-,0,1,422,171,58,28,19,11,-,-
zHivdjZC,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Brighton,Newcastle,3,1,1,0,0.72,0.56,60,40,12,4,8,4,8,8,4,1,1,0,2,9,0,3,6,9,-,-,0,2,290,195,56,43,27,22,-,-
hh2ZdWJ6,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Brentford,Bournemouth,2,2,1,1,0.66,0.80,55,45,6,7,4,4,10,5,1,0,1,1,13,13,2,1,3,8,-,-,-,-,227,183,57,37,18,20,-,-
E7jreAlJ,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Burnley,Tottenham,2,5,1,2,0.47,1.05,48,52,4,13,3,8,4,9,1,3,2,0,13,11,3,0,7,4,-,-,1,2,222,244,42,47,14,28,-,-
0d8k37tt,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Chelsea,Nottingham,0,1,0,0,0.89,0.27,69,31,11,3,10,3,6,10,2,0,1,0,11,7,0,1,7,6,-,-,3,1,315,144,75,40,32,11,-,-
Uy06aPu5,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Manchester City,Fulham,5,1,2,1,0.61,0.89,59,41,3,3,1,1,4,10,2,3,0,0,9,7,1,0,9,6,-,-,1,2,302,198,62,32,21,14,-,-
8SbAbqeB,ROUND 4,02.09.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Sheffield Utd,Everton,2,2,2,1,0.34,1.74,46,54,6,9,2,6,4,3,2,4,0,0,5,9,2,2,3,4,-,-,0,1,209,235,45,78,11,35,-,-
zF0205Qb,ROUND 4,01.09.2023,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Luton,West Ham,1,2,0,1,0.59,0.67,33,67,8,6,8,5,8,3,4,3,0,2,6,8,0,0,3,5,-,-,-,-,157,341,47,62,35,28,-,-
MgoOaYZm,ROUND 3,27.08.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Newcastle,Liverpool,1,2,1,0,0.90,0.27,54,46,8,4,4,2,8,9,3,4,0,1,10,6,2,3,9,7,0,1,0,1,256,214,45,45,22,11,-,-
fq1q7GsE,ROUND 3,27.08.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Burnley,Aston Villa,1,3,0,2,0.05,1.67,56,44,2,8,2,4,5,8,1,2,2,1,5,10,2,0,6,4,-,-,2,0,305,244,59,47,14,18,-,-
0ppSbhkf,ROUND 3,27.08.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Sheffield Utd,Manchester City,1,2,0,0,0.00,1.68,17,83,0,12,0,9,1,4,0,5,1,1,5,9,3,0,5,0,-,-,1,0,82,391,30,81,7,36,-,-
hvN0rX4D,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Brighton,West Ham,1,3,0,1,0.79,1.22,84,16,9,4,7,2,6,7,6,3,0,1,3,8,1,2,6,6,-,-,0,2,355,62,79,22,53,14,-,-
6NOhpgz1,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Arsenal,Fulham,2,2,0,1,1.26,0.26,72,28,8,6,4,5,1,3,4,1,1,0,6,5,0,4,2,1,-,-,0,1,363,143,88,20,52,3,-,-
EmOdqDk7,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Brentford,Crystal Palace,1,1,1,0,0.45,0.34,61,39,5,5,4,4,7,6,3,0,2,2,7,5,1,0,4,5,-,-,-,-,280,181,63,37,18,12,-,-
294i5fCQ,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Everton,Wolves,0,1,0,0,0.59,0.32,42,58,8,6,6,6,4,3,2,0,0,0,11,11,0,2,3,4,-,-,0,2,203,284,50,42,28,24,-,-
4IjJ0EKs,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Manchester Utd,Nottingham,3,2,1,2,1.19,0.86,70,30,9,3,4,1,5,6,4,1,1,2,6,10,0,4,6,3,-,-,0,2,371,159,74,31,52,13,-,-
SWPloZKf,ROUND 3,26.08.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Bournemouth,Tottenham,0,2,0,1,0.48,1.31,48,52,6,9,4,4,4,12,4,2,2,0,6,10,4,2,10,4,-,-,1,0,193,216,43,37,28,28,-,-
8n5m6zcK,ROUND 3,25.08.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Chelsea,Luton,3,0,1,0,0.56,0.08,70,30,7,3,5,3,5,8,3,2,0,0,1,8,0,1,8,5,-,-,0,2,370,152,60,42,33,21,-,-
W4AAXFje,ROUND 2,21.08.2023,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Crystal Palace,Arsenal,0,1,0,0,0.17,0.90,31,69,4,9,3,8,4,6,0,5,0,1,7,7,1,1,8,3,-,-,1,0,131,292,32,60,12,41,-,-
W4Wumejr,ROUND 2,20.08.2023,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,West Ham,Chelsea,3,1,1,1,0.70,2.00,21,79,6,11,4,8,4,8,2,5,2,1,7,6,2,1,6,3,-,-,3,2,96,376,24,72,19,46,-,-
hEB6Yeyk,ROUND 2,20.08.2023,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Aston Villa,Everton,4,0,2,0,2.11,0.21,66,34,7,3,3,2,7,4,4,2,1,0,3,7,1,2,3,8,-,-,2,3,291,144,54,35,32,22,-,-
Icj5gcDE,ROUND 2,19.08.2023,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Manchester City,Newcastle,1,0,1,0,0.41,0.05,60,40,10,2,9,2,4,8,1,0,1,1,7,3,0,0,6,3,-,-,0,2,370,249,68,42,29,12,-,-
EPqEiyrR,ROUND 2,19.08.2023,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Tottenham,Manchester Utd,2,0,0,0,0.47,1.16,57,43,7,14,4,11,7,4,2,4,1,1,7,11,3,3,3,7,-,-,0,3,234,178,45,38,21,27,-,-
ETaFWZ51,ROUND 2,19.08.2023,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Fulham,Brentford,0,3,0,1,0.15,0.90,56,44,4,8,4,4,-,-,3,2,1,2,3,2,3,0,8,6,-,-,1,1,239,184,49,42,18,26,-,-
Q33JVgL7,ROUND 2,19.08.2023,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Liverpool,Bournemouth,3,1,2,1,1.58,0.18,71,29,14,3,9,1,-,-,7,0,1,2,8,10,1,3,5,7,-,-,1,3,322,132,60,50,28,9,-,-
p8zpnF5l,ROUND 2,19.08.2023,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Wolves,Brighton,1,4,0,1,0.95,0.76,41,59,8,6,6,4,-,-,1,3,2,2,11,10,1,2,7,4,-,-,1,3,187,278,50,56,16,27,-,-
zZpAhHSK,ROUND 2,18.08.2023,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Nottingham,Sheffield Utd,2,1,1,0,0.67,0.02,48,52,9,1,7,0,6,4,4,3,1,1,7,8,1,1,3,6,-,-,2,1,203,221,48,57,17,17,-,-
MVKzvIDR,ROUND 1,14.08.2023,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Manchester Utd,Wolves,1,0,0,0,0.42,0.20,61,39,8,5,7,5,9,11,4,1,0,3,8,9,0,1,10,6,-,-,2,2,283,181,71,34,30,21,-,-
v7VVvbbL,ROUND 1,13.08.2023,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Chelsea,Liverpool,1,1,1,1,0.86,0.97,65,35,7,7,4,5,11,4,2,0,1,3,8,11,0,1,3,7,-,-,2,1,-,-,73,50,38,18,-,-
Q3RRuvqF,ROUND 1,13.08.2023,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Brentford,Tottenham,2,2,2,2,1.77,0.70,35,65,5,5,1,3,8,5,3,1,1,0,8,7,0,2,4,9,-,-,0,4,87,130,32,89,23,36,-,-
WtSNtKT8,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Newcastle,Aston Villa,5,1,2,1,1.24,0.68,55,45,5,7,1,5,11,7,1,1,0,1,11,3,1,2,7,10,-,-,1,3,261,199,45,54,21,20,-,-
YZ9yLx7k,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Bournemouth,West Ham,1,1,0,0,0.16,0.80,65,35,3,10,1,8,6,5,4,3,0,0,8,15,2,2,5,5,-,-,0,1,287,143,62,43,22,16,-,-
Sd9uKdMe,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Brighton,Luton,4,1,1,0,1.09,0.46,72,28,15,6,12,5,3,2,3,3,1,0,5,8,1,2,3,4,-,-,2,0,311,117,79,30,36,22,-,-
6m8qJGy2,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Everton,Fulham,0,1,0,0,0.64,0.02,31,69,9,1,5,1,5,9,4,1,4,3,7,3,0,4,6,2,-,-,0,1,145,344,38,58,21,14,-,-
hjTJs0E2,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Sheffield Utd,Crystal Palace,0,1,0,0,0.02,0.45,33,67,4,14,3,11,8,11,4,4,2,1,10,8,3,1,9,5,-,-,1,0,129,259,41,64,20,30,-,-
KW5XLIiq,ROUND 1,12.08.2023,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Arsenal,Nottingham,2,1,2,0,0.26,0.45,84,16,7,1,4,1,3,7,5,0,2,0,9,8,0,1,5,3,-,-,1,1,432,77,80,19,36,5,-,-
EkT4QbqS,ROUND 1,11.08.2023,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Burnley,Manchester City,0,3,0,2,0.23,0.87,23,77,4,5,3,2,5,6,1,1,0,1,5,9,1,1,5,5,-,-,-,-,142,402,41,54,10,22,-,-
