Match_ID,Round,Date,LogoHome,LogoAway,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
llFlNBQr,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Wolves,West Ham,1,2,1,0,1.57,0.03,64,36,11,2,5,2,3,7,3,1,1,0,12,15,0,5,7,4,-,-,1,1,342,179,44,42,25,11,4,5
I9vK7WQe,ROUND 32,06.04.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Crystal Palace,Manchester City,2,4,1,1,0.82,0.86,24,76,3,9,2,4,4,4,1,7,1,1,9,3,4,0,3,3,-,-,0,1,125,395,31,82,12,46,15,7
jgBWGz49,ROUND 31,04.04.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Chelsea,Manchester Utd,4,3,2,2,1.42,0.91,47,53,11,13,7,9,6,6,5,1,2,0,4,8,2,2,4,7,-,-,2,0,210,244,42,59,19,17,5,7
nL4uFEYL,ROUND 31,04.04.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Liverpool,Sheffield Utd,3,1,1,0,0.60,0.53,83,17,14,3,9,1,4,4,3,1,0,1,6,10,2,4,4,3,-,-,-,-,406,84,71,30,48,6,2,18
QB3qEYmS,ROUND 31,03.04.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Manchester City,Aston Villa,4,1,2,1,1.29,0.25,65,35,10,3,5,2,6,4,1,1,1,1,8,7,0,3,4,5,-,-,1,1,335,179,73,22,61,11,4,15
8AVXeZRq,ROUND 31,03.04.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Arsenal,Luton,2,0,2,0,0.85,0.10,63,37,11,2,8,1,4,6,2,0,0,1,7,6,1,1,6,3,-,-,-,-,350,202,56,28,32,11,3,11
2XUyegsj,ROUND 31,03.04.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Brentford,Brighton,0,0,0,0,0.44,0.27,35,65,3,9,1,6,7,5,0,4,2,0,6,6,3,2,3,7,-,-,-,-,203,366,40,64,15,46,10,3
dWBSHGl3,ROUND 31,02.04.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,West Ham,Tottenham,1,1,1,1,0.60,0.45,30,70,5,4,3,2,3,6,6,3,1,0,7,14,1,1,7,4,-,-,0,1,138,342,40,56,25,31,10,10
n7P60FJS,ROUND 31,02.04.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Bournemouth,Crystal Palace,1,0,0,0,0.51,0.10,53,47,6,2,4,0,9,4,5,0,0,2,9,15,2,2,4,7,-,-,0,1,224,205,60,48,25,19,7,13
tOTufDdd,ROUND 31,02.04.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Burnley,Wolves,1,1,1,1,0.48,0.59,49,51,5,5,3,4,7,5,1,3,0,1,8,10,0,1,5,6,-,-,-,-,230,237,59,36,27,18,7,10
4dFzGfJF,ROUND 31,02.04.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Newcastle,Everton,1,1,1,0,1.48,0.49,62,38,10,4,6,3,6,4,4,0,0,0,12,11,1,3,4,6,-,-,-,-,289,186,52,48,38,22,7,11
IuDOIdZd,ROUND 31,02.04.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Nottingham,Fulham,3,1,3,0,1.20,0.32,37,63,8,5,4,4,3,3,3,1,0,0,3,9,1,1,3,3,-,-,-,-,184,320,35,63,10,30,11,12
z3ro5w5c,ROUND 30,31.03.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Manchester City,Arsenal,0,0,0,0,0.50,0.50,72,28,3,4,2,3,9,5,2,2,1,1,7,3,1,1,3,8,-,-,-,-,347,134,70,27,43,12,3,7
Mavs6Jki,ROUND 30,31.03.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Liverpool,Brighton,2,1,1,1,1.14,0.16,57,43,14,3,10,2,5,16,4,2,4,2,6,14,0,3,11,4,-,-,1,1,289,217,62,28,37,12,4,12
U5ierGcp,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Brentford,Manchester Utd,1,1,0,0,0.83,0.10,45,55,14,3,13,2,6,2,9,1,0,1,10,8,1,1,2,5,-,-,1,1,187,258,46,55,37,22,6,14
jLBYarTH,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Aston Villa,Wolves,2,0,1,0,0.27,0.79,50,50,4,7,2,5,7,7,1,2,0,1,7,10,2,1,6,6,-,-,1,1,218,222,43,41,20,34,5,7
CUCU0ODB,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Bournemouth,Everton,2,1,0,0,0.51,0.41,48,52,6,3,4,2,10,10,5,4,0,2,8,10,1,2,10,8,-,-,1,1,172,189,47,52,21,25,11,16
8djaszDj,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Chelsea,Burnley,2,2,1,0,2.66,0.40,62,38,16,11,9,8,2,9,7,2,1,0,4,4,3,6,9,5,0,2,2,3,256,157,55,37,30,31,6,6
dIWg3HZ9,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Nottingham,Crystal Palace,1,1,0,1,0.15,0.89,57,43,5,5,4,3,5,9,2,3,2,0,7,9,1,1,7,5,-,-,-,-,274,211,56,60,19,23,5,19
Qiyb2ykG,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Sheffield Utd,Fulham,3,3,0,0,0.22,0.47,26,74,4,8,3,5,7,6,1,2,1,0,10,5,3,1,4,7,-,-,-,-,121,323,30,67,14,22,15,6
4rz21e4M,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Tottenham,Luton,2,1,0,1,1.25,0.32,73,27,7,4,6,3,3,8,2,3,0,0,6,7,0,1,9,6,-,-,0,2,340,116,61,22,41,10,5,12
IRXk4cK3,ROUND 30,30.03.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Newcastle,West Ham,4,3,1,2,1.46,0.77,62,38,12,6,8,3,5,5,1,2,0,1,10,10,1,3,5,5,-,-,0,1,271,160,55,31,26,18,4,8
449M2pqa,ROUND 29,17.03.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,West Ham,Aston Villa,1,1,1,0,1.11,0.14,37,63,9,4,6,2,5,9,4,2,3,2,8,9,2,2,5,3,-,-,-,-,157,317,44,48,27,20,5,11
EFG95nat,ROUND 29,16.03.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Fulham,Tottenham,3,0,1,0,0.98,0.53,42,58,7,5,4,4,5,5,2,3,0,1,14,6,1,2,5,4,-,-,-,-,199,292,43,61,28,30,4,12
bRnenPbI,ROUND 29,16.03.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Burnley,Brentford,2,1,1,0,2.11,0.60,61,39,7,3,5,1,6,11,3,1,2,2,5,13,2,1,9,5,0,1,-,-,234,153,55,42,40,16,5,11
rkLD46En,ROUND 29,16.03.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Luton,Nottingham,1,1,0,1,0.13,0.89,58,42,4,6,2,3,6,7,2,1,1,0,5,13,2,2,6,6,-,-,1,0,235,167,65,39,27,10,2,8
zkobxEe6,ROUND 17,13.03.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Bournemouth,Luton,4,3,0,3,0.86,1.50,61,39,11,4,8,1,3,3,6,2,0,0,8,10,0,3,3,3,-,-,0,1,237,161,63,40,43,12,9,22
xlGack7J,ROUND 28,11.03.2024,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Chelsea,Newcastle,3,2,1,1,0.62,0.43,42,58,7,5,3,4,3,5,0,1,1,2,16,9,0,3,6,1,-,-,1,0,190,253,22,64,9,27,8,4
MLiWiTUt,ROUND 28,10.03.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Liverpool,Manchester City,1,1,0,1,0.46,1.35,53,47,7,7,6,3,5,7,0,4,5,1,12,7,3,1,2,4,-,-,0,1,310,265,74,63,20,32,9,3
OWCIY5UI,ROUND 28,10.03.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Brighton,Nottingham,1,0,1,0,0.35,0.13,63,37,7,3,5,2,9,6,3,1,0,1,2,3,1,1,6,8,-,-,1,2,334,193,62,30,26,18,5,14
Uoevj7ag,ROUND 28,10.03.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,West Ham,Burnley,2,2,0,2,0.08,0.08,49,51,3,4,3,2,8,9,0,1,3,2,7,9,0,0,6,6,-,-,1,0,241,249,55,48,18,14,9,5
ptEEZoFC,ROUND 28,10.03.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,Aston Villa,Tottenham,0,4,0,0,0.54,0.03,31,69,5,1,5,1,9,9,2,1,3,1,12,12,0,0,6,8,-,-,0,1,137,314,27,70,15,30,9,4
2HO9zSa6,ROUND 28,09.03.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Arsenal,Brentford,2,1,1,1,0.51,0.39,72,28,7,4,4,2,3,6,2,1,1,1,3,6,1,2,6,3,-,-,2,2,321,126,61,32,42,14,0,15
lEK5y8p0,ROUND 28,09.03.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Bournemouth,Sheffield Utd,2,2,0,1,1.77,0.93,69,31,13,8,8,1,7,8,3,2,1,0,4,5,6,5,7,8,-,-,2,1,316,142,73,38,52,17,9,18
GvF3d9MP,ROUND 28,09.03.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Crystal Palace,Luton,1,1,1,0,1.00,0.10,54,46,9,3,7,3,6,8,5,3,0,0,9,4,0,1,8,6,-,-,1,1,222,182,48,50,27,17,7,7
8xfrkREa,ROUND 28,09.03.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Wolves,Fulham,2,1,0,0,0.03,1.01,56,44,1,8,1,5,3,5,1,3,2,0,4,11,3,0,3,3,-,-,1,0,280,220,54,41,22,18,8,5
zPezimpm,ROUND 28,09.03.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Manchester Utd,Everton,2,0,2,0,2.19,1.17,53,47,9,11,4,9,6,6,2,5,2,1,5,8,2,3,5,7,-,-,0,2,225,183,31,49,17,26,9,6
G0McwUFm,ROUND 27,04.03.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Sheffield Utd,Arsenal,0,6,0,5,0.03,1.67,20,80,1,16,1,9,5,8,0,3,2,1,10,1,2,0,6,3,-,-,1,0,113,452,27,89,3,58,18,5
2gtNqWxK,ROUND 27,03.03.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Manchester City,Manchester Utd,3,1,0,1,2.70,0.19,74,26,18,2,15,1,2,2,12,2,0,0,0,12,0,3,2,2,-,-,-,-,382,136,89,26,89,15,3,25
vL8Uwtk1,ROUND 27,03.03.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Burnley,Bournemouth,0,2,0,1,1.29,0.53,75,25,13,5,9,4,8,4,4,1,1,2,9,9,0,4,3,6,-,-,1,2,292,97,64,30,49,9,7,29
jJxJpCND,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Luton,Aston Villa,2,3,0,2,0.06,1.42,44,56,3,10,3,4,8,6,1,6,1,0,5,5,4,0,6,8,-,-,1,2,183,243,43,33,18,19,7,11
0U9QvMZf,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Brentford,Chelsea,2,2,0,1,0.54,1.27,28,72,4,8,3,5,6,3,0,3,1,2,8,12,2,1,2,5,-,-,0,1,142,373,38,83,10,19,8,2
8fDYx047,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Everton,West Ham,1,3,0,0,1.10,0.37,56,44,5,5,3,4,3,6,2,3,0,0,5,12,1,2,6,5,-,-,-,-,247,193,59,54,30,21,10,18
noCxxKJD,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Fulham,Brighton,3,0,2,0,0.20,0.13,29,71,4,4,1,3,5,9,0,0,1,1,9,8,1,1,11,6,-,-,0,1,151,377,43,63,16,22,4,8
dGuRrjhQ,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Newcastle,Wolves,3,0,2,0,1.55,0.27,37,63,8,5,4,5,4,5,1,3,0,2,10,4,0,2,5,2,-,-,-,-,190,310,42,50,15,38,6,4
bPRhvA0s,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Nottingham,Liverpool,0,1,0,0,0.63,0.53,27,73,3,8,2,8,5,9,1,3,2,1,11,10,0,1,7,5,-,-,-,-,135,359,40,91,13,33,9,3
fiL1xlVg,ROUND 27,02.03.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Tottenham,Crystal Palace,3,1,0,0,1.10,0.41,82,18,2,3,1,3,11,8,4,1,2,3,6,7,0,1,6,8,-,-,-,-,447,91,68,28,48,12,6,12
42GHtr5r,ROUND 26,26.02.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,West Ham,Brentford,4,2,2,1,0.99,0.12,43,57,14,2,11,1,8,4,0,2,2,3,8,13,0,1,2,5,-,-,0,1,203,270,68,49,31,28,16,11
I5KLu2Kl,ROUND 26,25.02.2024,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Wolves,Sheffield Utd,1,0,1,0,0.96,0.24,70,30,8,4,7,2,1,3,3,1,1,0,11,8,2,0,1,2,-,-,-,-,345,158,67,34,33,12,6,13
vaXgR25e,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Arsenal,Newcastle,4,1,2,0,1.47,0.00,64,36,11,0,7,0,6,11,6,0,2,2,7,4,0,2,9,3,-,-,1,0,353,202,74,17,61,8,4,17
08YkSrjk,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,Bournemouth,Manchester City,0,1,0,1,0.14,1.43,33,67,4,9,2,5,3,9,2,1,1,0,12,2,3,2,8,3,-,-,1,0,160,321,34,64,11,29,10,4
MNMbQMK1,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,Aston Villa,Nottingham,4,2,3,1,1.83,0.90,58,42,7,4,3,3,9,6,4,1,1,1,8,13,0,1,5,8,-,-,0,2,238,174,33,37,24,19,11,6
zRQ2Ptz8,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,Brighton,Everton,1,1,0,0,0.73,0.00,60,40,10,0,7,0,7,2,8,2,0,1,7,6,0,3,2,7,-,-,0,1,315,212,40,27,30,19,5,9
SKDlmpSE,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Crystal Palace,Burnley,3,0,0,0,0.63,0.00,58,42,6,0,5,0,8,8,9,2,6,1,7,4,0,1,3,8,0,1,-,-,232,178,62,44,38,12,8,17
nNTkoOdR,ROUND 26,24.02.2024,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,Manchester Utd,Fulham,1,2,0,0,0.38,0.53,50,50,8,8,6,5,6,2,4,6,2,0,8,5,3,2,1,7,-,-,1,3,250,243,48,50,25,19,8,12
8WUon4sL,ROUND 26,21.02.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,Liverpool,Luton,4,1,0,1,1.06,0.82,57,43,12,5,9,3,7,8,7,0,0,1,13,13,1,3,8,7,-,-,0,2,260,191,64,46,34,17,7,15
lYE0wFcc,ROUND 18,20.02.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,Manchester City,Brentford,1,0,0,0,1.68,0.32,68,32,17,5,11,3,5,5,6,0,0,2,3,6,2,6,6,2,-,-,1,1,317,150,71,28,73,16,7,18
QwIFQVEp,ROUND 25,19.02.2024,https://static.flashscore.com/res/image/data/EwJqZUZA-bRmKmISE.png,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,Everton,Crystal Palace,1,1,0,0,0.35,0.33,51,49,6,5,6,3,6,6,1,4,1,2,9,10,2,0,5,5,-,-,-,-,222,208,67,56,31,20,14,11
tn02lZ6i,ROUND 25,18.02.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Luton,Manchester Utd,1,2,1,2,1.13,1.00,59,41,11,8,9,4,12,5,1,3,1,0,4,6,2,1,4,12,-,-,1,3,263,184,52,46,27,20,7,8
f96Ipi6G,ROUND 25,18.02.2024,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Sheffield Utd,Brighton,0,5,0,2,0.17,2.42,22,78,3,13,2,7,4,4,3,4,2,1,1,8,4,1,2,3,1,0,0,1,111,392,24,68,16,43,27,6
Kxa6mgMc,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/UXcqj7HG-lQuhqN8N.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Manchester City,Chelsea,1,1,0,1,0.95,0.72,67,33,14,3,12,0,10,3,4,1,0,2,10,15,2,2,3,9,-,-,0,1,336,164,65,34,46,8,6,18
8bVmVB6T,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,Burnley,Arsenal,0,5,0,2,0.10,1.07,32,68,2,4,2,2,4,8,1,4,1,1,10,7,0,0,9,3,-,-,2,1,147,317,39,51,15,28,11,9
4UGJPkUj,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,Fulham,Aston Villa,1,2,0,1,0.38,0.87,52,48,6,8,5,6,6,5,2,4,0,4,6,3,1,1,4,2,-,-,0,1,233,220,40,31,21,21,8,10
EabAnDy4,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Newcastle,Bournemouth,2,2,0,0,0.58,1.16,62,38,8,5,6,2,13,4,1,2,0,1,9,11,3,2,4,11,-,-,0,1,248,139,45,47,23,15,9,8
CpHDoXjA,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,Nottingham,West Ham,2,0,1,0,1.41,0.40,48,52,8,5,3,4,7,5,1,1,0,0,14,6,1,4,5,7,-,-,2,2,229,244,39,66,20,29,10,8
WYToTOzq,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/Iwsrq5xS-CjV6Eptm.png,Tottenham,Wolves,1,2,0,1,0.39,0.64,64,36,5,6,5,2,8,6,4,2,0,1,15,9,3,0,6,7,-,-,-,-,314,172,71,46,53,26,3,18
feRqWiiN,ROUND 25,17.02.2024,https://static.flashscore.com/res/image/data/bBj3NWfM-r9Mudk7j.png,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,Brentford,Liverpool,1,4,0,1,0.35,0.90,35,65,8,5,5,1,9,2,0,5,1,0,7,5,3,3,1,9,-,-,1,0,147,263,42,65,21,30,13,4
I9G5IYMN,ROUND 24,12.02.2024,https://static.flashscore.com/res/image/data/AFNlsDzS-pzMOQXRe.png,https://static.flashscore.com/res/image/data/GMmvDEdM-IROrZEJb.png,Crystal Palace,Chelsea,1,3,1,0,0.16,0.07,20,80,6,1,3,1,5,7,0,1,0,2,14,7,0,2,7,3,-,-,-,-,117,458,31,84,14,42,17,3
vJH1JE7H,ROUND 24,11.02.2024,https://static.flashscore.com/res/image/data/QsnteKXg-jwz95gs0.png,https://static.flashscore.com/res/image/data/nwSRlyWg-h2pPXz3k.png,Aston Villa,Manchester Utd,1,2,0,1,0.73,1.21,58,42,10,7,7,6,8,4,4,6,0,4,4,11,0,3,4,4,-,-,1,2,245,176,53,25,26,19,10,14
YuwyYDMA,ROUND 24,11.02.2024,https://static.flashscore.com/res/image/data/Qo3RdMjl-ARW4wdCc.png,https://static.flashscore.com/res/image/data/pfchdCg5-vcNAdtF9.png,West Ham,Arsenal,0,6,0,4,0.01,2.52,28,72,1,15,1,8,4,4,1,6,2,2,15,6,3,0,4,2,-,-,2,0,132,337,34,69,8,39,14,10
nPvTZZib,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/GCLLkTzB-ImKwLTtA.png,https://static.flashscore.com/res/image/data/fojwJwZA-ImMEe0UF.png,Nottingham,Newcastle,2,3,2,2,1.09,0.44,30,70,3,5,1,1,2,5,1,3,0,0,6,6,2,0,7,3,-,-,-,-,158,309,37,58,21,26,11,13
zoBAHhxU,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/naaAVOzB-ImMEe0UF.png,https://static.flashscore.com/res/image/data/2Pb55xWg-tCGtX12c.png,Fulham,Bournemouth,3,1,2,0,0.73,1.01,58,42,5,9,1,8,8,5,0,2,1,0,8,10,1,2,4,7,-,-,-,-,298,216,63,56,27,19,5,11
xfcxDCpo,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/vwC9RGhl-Imx2oQd8.png,https://static.flashscore.com/res/image/data/UaPJjYBr-6PhTI7J6.png,Liverpool,Burnley,3,1,1,1,0.88,0.35,69,31,9,6,5,3,3,5,3,2,0,1,14,9,2,3,6,6,-,-,2,2,331,152,66,51,36,22,7,20
jcoKydNo,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/lIDbGiYg-dATKxRKP.png,https://static.flashscore.com/res/image/data/Gb50BgCr-K2FpWLH3.png,Luton,Sheffield Utd,1,3,0,2,0.33,1.43,70,30,6,5,5,3,6,5,5,1,2,0,6,9,0,1,4,6,-,-,1,2,256,109,65,26,25,22,14,16
QFwXYg74,ROUND 24,10.02.2024,https://static.flashscore.com/res/image/data/ARC62UAr-SOY3p1Si.png,https://static.flashscore.com/res/image/data/40juIezB-b92lfEJC.png,Tottenham,Brighton,2,1,0,1,0.80,0.96,53,47,7,4,5,1,7,10,5,3,2,2,6,9,2,2,8,5,-,-,1,0,252,229,54,36,31,16,9,15
